,id,title,authors,citation,first_author,journal_book,publication_year,create_date,pmcid,nihms_id,doi
0,34968557,Active inference leads to Bayesian neurophysiology,Isomura T.,Neurosci Res. 2022 Feb;175:38-45. doi: 10.1016/j.neures.2021.12.003. Epub 2021 Dec 27.,Isomura T,Neurosci Res,2022,2021/12/30,,,10.1016/j.neures.2021.12.003
1205,23518233,Category-selective attention modulates unconscious processes in the middle occipital gyrus,"Tu S, Qiu J, Martens U, Zhang Q.",Conscious Cogn. 2013 Jun;22(2):479-85. doi: 10.1016/j.concog.2013.02.007. Epub 2013 Mar 18.,Tu S,Conscious Cogn,2013,2013/03/23,,,10.1016/j.concog.2013.02.007
1206,22869724,Dysfunction of the auditory thalamus in developmental dyslexia,"Díaz B, Hintz F, Kiebel SJ, von Kriegstein K.",Proc Natl Acad Sci U S A. 2012 Aug 21;109(34):13841-6. doi: 10.1073/pnas.1119828109. Epub 2012 Aug 6.,Díaz B,Proc Natl Acad Sci U S A,2012,2012/08/08,PMC3427071,,10.1073/pnas.1119828109
1207,22681686,Sensorimotor mismatch signals in primary visual cortex of the behaving mouse,"Keller GB, Bonhoeffer T, Hübener M.",Neuron. 2012 Jun 7;74(5):809-15. doi: 10.1016/j.neuron.2012.03.040.,Keller GB,Neuron,2012,2012/06/12,,,10.1016/j.neuron.2012.03.040
1208,6887818,Formant frequency fluctuation as an index of motor steadiness in the vocal tract,Gerratt BR.,J Speech Hear Res. 1983 Jun;26(2):297-304. doi: 10.1044/jshr.2602.297.,Gerratt BR,J Speech Hear Res,1983,1983/06/01,,,10.1044/jshr.2602.297
1209,37673794,The Audiovisual Mismatch Negativity in Predictive and Non-Predictive Speech Stimuli in Older Adults With and Without Hearing Loss,"Randazzo M, Smith PJ, Priefer R, Senzer DR, Froud K.",Multisens Res. 2023 Sep 6:1-29. doi: 10.1163/22134808-bja10106. Online ahead of print.,Randazzo M,Multisens Res,2023,2023/09/06,,,10.1163/22134808-bja10106
1210,36116166,Reshaping sensory representations by task-specific brain states: Toward cortical circuit mechanisms,"Zhang N, Xu NL.",Curr Opin Neurobiol. 2022 Dec;77:102628. doi: 10.1016/j.conb.2022.102628. Epub 2022 Sep 15.,Zhang N,Curr Opin Neurobiol,2022,2022/09/18,,,10.1016/j.conb.2022.102628
1211,30025853,From relief to surprise: Dual control of epistemic curiosity in the human brain,"Ligneul R, Mermillod M, Morisseau T.",Neuroimage. 2018 Nov 1;181:490-500. doi: 10.1016/j.neuroimage.2018.07.038. Epub 2018 Jul 17.,Ligneul R,Neuroimage,2018,2018/07/21,,,10.1016/j.neuroimage.2018.07.038
1212,22578417,Opposite modulation of high- and low-level visual aftereffects by perceptual grouping,"He D, Kersten D, Fang F.",Curr Biol. 2012 Jun 5;22(11):1040-5. doi: 10.1016/j.cub.2012.04.026. Epub 2012 May 10.,He D,Curr Biol,2012,2012/05/15,PMC9374161,NIHMS371841,10.1016/j.cub.2012.04.026
1213,22398136,Dissociating visual form from lexical frequency using Japanese,"Twomey T, Kawabata Duncan KJ, Hogan JS, Morita K, Umeda K, Sakai K, Devlin JT.",Brain Lang. 2013 May;125(2):184-93. doi: 10.1016/j.bandl.2012.02.003. Epub 2012 Mar 6.,Twomey T,Brain Lang,2013,2012/03/09,,,10.1016/j.bandl.2012.02.003
1214,9584418,[Evaluation of speech quality of skeletal Class III patients before and after orthognathic surgery],Matsuzaki M.,Kokubyo Gakkai Zasshi. 1998 Mar;65(1):14-24. doi: 10.5357/koubyou.65.14.,Matsuzaki M,Kokubyo Gakkai Zasshi,1998,1998/05/19,,,10.5357/koubyou.65.14
1215,2489725,[Prosthetic application of digital processing of speech signals],Horiuchi M.,Nihon Hotetsu Shika Gakkai Zasshi. 1989 Jun;33(3):654-66. doi: 10.2186/jjps.33.654.,Horiuchi M,Nihon Hotetsu Shika Gakkai Zasshi,1989,1989/06/01,,,10.2186/jjps.33.654
1216,3208077,Anticipatory coarticulation in aphasia: acoustic and perceptual data,Katz WF.,Brain Lang. 1988 Nov;35(2):340-68. doi: 10.1016/0093-934x(88)90116-2.,Katz WF,Brain Lang,1988,1988/11/01,,,10.1016/0093-934x(88)90116-2
1217,31773508,Predictable events elicit less visual and temporal information uptake in an oddball paradigm,"Saurels BW, Lipp OV, Yarrow K, Arnold DH.",Atten Percept Psychophys. 2020 Jun;82(3):1074-1087. doi: 10.3758/s13414-019-01899-x.,Saurels BW,Atten Percept Psychophys,2020,2019/11/28,,,10.3758/s13414-019-01899-x
1218,30802861,"Fast Computation of Integer DCT-V, DCT-VIII, and DST-VII for Video Coding","Park W, Lee B, Kim M.",IEEE Trans Image Process. 2019 Dec;28(12):5839-5851. doi: 10.1109/TIP.2019.2900653. Epub 2019 Feb 22.,Park W,IEEE Trans Image Process,2019,2019/02/26,,,10.1109/TIP.2019.2900653
1219,25660056,A cost minimisation and Bayesian inference model predicts startle reflex modulation across species,Bach DR.,J Theor Biol. 2015 Apr 7;370:53-60. doi: 10.1016/j.jtbi.2015.01.031. Epub 2015 Feb 4.,Bach DR,J Theor Biol,2015,2015/02/10,PMC4371795,,10.1016/j.jtbi.2015.01.031
1220,24366693,Brain prediction of auditory emphasis by facial expressions during audiovisual continuous speech,"Strelnikov K, Foxton J, Marx M, Barone P.",Brain Topogr. 2015 May;28(3):494-505. doi: 10.1007/s10548-013-0338-2. Epub 2013 Dec 24.,Strelnikov K,Brain Topogr,2015,2013/12/25,,,10.1007/s10548-013-0338-2
1221,24244113,Predictive coding of dynamical variables in balanced spiking networks,"Boerlin M, Machens CK, Denève S.",PLoS Comput Biol. 2013;9(11):e1003258. doi: 10.1371/journal.pcbi.1003258. Epub 2013 Nov 14.,Boerlin M,PLoS Comput Biol,2013,2013/11/19,PMC3828152,,10.1371/journal.pcbi.1003258
1222,24184103,Decoding the yellow of a gray banana,"Bannert MM, Bartels A.",Curr Biol. 2013 Nov 18;23(22):2268-2272. doi: 10.1016/j.cub.2013.09.016. Epub 2013 Oct 31.,Bannert MM,Curr Biol,2013,2013/11/05,,,10.1016/j.cub.2013.09.016
1223,23268783,FMRI repetition suppression for voices is modulated by stimulus expectations,"Andics A, Gál V, Vicsi K, Rudas G, Vidnyánszky Z.",Neuroimage. 2013 Apr 1;69:277-83. doi: 10.1016/j.neuroimage.2012.12.033. Epub 2012 Dec 23.,Andics A,Neuroimage,2013,2012/12/28,,,10.1016/j.neuroimage.2012.12.033
1225,22581026,Recognizing recurrent neural networks (rRNN): Bayesian inference for recurrent neural networks,"Bitzer S, Kiebel SJ.",Biol Cybern. 2012 Jul;106(4-5):201-17. doi: 10.1007/s00422-012-0490-x. Epub 2012 May 12.,Bitzer S,Biol Cybern,2012,2012/05/15,,,10.1007/s00422-012-0490-x
1226,22145883,The value of identity: olfactory notes on orbitofrontal cortex function,"Gottfried JA, Zelano C.",Ann N Y Acad Sci. 2011 Dec;1239:138-48. doi: 10.1111/j.1749-6632.2011.06268.x.,Gottfried JA,Ann N Y Acad Sci,2011,2011/12/08,,,10.1111/j.1749-6632.2011.06268.x
1227,21515639,The thing that should not be: predictive coding and the uncanny valley in perceiving human and humanoid robot actions,"Saygin AP, Chaminade T, Ishiguro H, Driver J, Frith C.",Soc Cogn Affect Neurosci. 2012 Apr;7(4):413-22. doi: 10.1093/scan/nsr025. Epub 2011 Apr 22.,Saygin AP,Soc Cogn Affect Neurosci,2012,2011/04/26,PMC3324571,,10.1093/scan/nsr025
1228,20051359,Simulating the future of actions in the human corticospinal system,"Urgesi C, Maieron M, Avenanti A, Tidoni E, Fabbro F, Aglioti SM.",Cereb Cortex. 2010 Nov;20(11):2511-21. doi: 10.1093/cercor/bhp292. Epub 2010 Jan 4.,Urgesi C,Cereb Cortex,2010,2010/01/07,,,10.1093/cercor/bhp292
1229,8675851,Cepstral representation of speech motivated by time-frequency masking: an application to speech recognition,"Aikawa K, Singer H, Kawahara H, Tohkura Y.",J Acoust Soc Am. 1996 Jul;100(1):603-14. doi: 10.1121/1.415961.,Aikawa K,J Acoust Soc Am,1996,1996/07/01,,,10.1121/1.415961
1230,36277046,Rhythms of human attention and memory: An embedded process perspective,"Köster M, Gruber T.",Front Hum Neurosci. 2022 Oct 5;16:905837. doi: 10.3389/fnhum.2022.905837. eCollection 2022.,Köster M,Front Hum Neurosci,2022,2022/10/24,PMC9579292,,10.3389/fnhum.2022.905837
1231,35814496,Neurons learn by predicting future activity,"Luczak A, McNaughton BL, Kubo Y.",Nat Mach Intell. 2022 Jan;4(1):62-72. doi: 10.1038/s42256-021-00430-y. Epub 2022 Jan 25.,Luczak A,Nat Mach Intell,2022,2022/07/11,PMC9262088,NIHMS1758689,10.1038/s42256-021-00430-y
1232,35804069,Pupil drift rate indexes groove ratings,"Spiech C, Sioros G, Endestad T, Danielsen A, Laeng B.",Sci Rep. 2022 Jul 8;12(1):11620. doi: 10.1038/s41598-022-15763-w.,Spiech C,Sci Rep,2022,2022/07/08,PMC9270355,,10.1038/s41598-022-15763-w
1233,34343630,"What modulates the Mirror Neuron System during action observation?: Multiple factors involving the action, the actor, the observer, the relationship between actor and observer, and the context",Kemmerer D.,Prog Neurobiol. 2021 Oct;205:102128. doi: 10.1016/j.pneurobio.2021.102128. Epub 2021 Jul 31.,Kemmerer D,Prog Neurobiol,2021,2021/08/03,,,10.1016/j.pneurobio.2021.102128
1235,30877784,No Evidence that Predictions and Attention Modulate the First Feedforward Sweep of Cortical Information Processing,"Alilović J, Timmermans B, Reteig LC, van Gaal S, Slagter HA.",Cereb Cortex. 2019 May 1;29(5):2261-2278. doi: 10.1093/cercor/bhz038.,Alilović J,Cereb Cortex,2019,2019/03/17,PMC6484894,,10.1093/cercor/bhz038
1236,28218796,Brain activity from stimuli that are not perceived: Visual mismatch negativity during binocular rivalry suppression,"Jack BN, Widmann A, O'Shea RP, Schröger E, Roeber U.",Psychophysiology. 2017 May;54(5):755-763. doi: 10.1111/psyp.12831. Epub 2017 Feb 20.,Jack BN,Psychophysiology,2017,2017/02/21,,,10.1111/psyp.12831
1237,27550752,Inputs to prefrontal cortex support visual recognition in the aging brain,"Gilbert JR, Moran RJ.",Sci Rep. 2016 Aug 23;6:31943. doi: 10.1038/srep31943.,Gilbert JR,Sci Rep,2016,2016/08/24,PMC4994026,,10.1038/srep31943
1238,26972310,Shape perception enhances perceived contrast: evidence for excitatory predictive feedback?,"Han B, VanRullen R.",Sci Rep. 2016 Mar 14;6:22944. doi: 10.1038/srep22944.,Han B,Sci Rep,2016,2016/03/15,PMC4789729,,10.1038/srep22944
1239,26779078,Dream to Predict? REM Dreaming as Prospective Coding,Llewellyn S.,Front Psychol. 2016 Jan 5;6:1961. doi: 10.3389/fpsyg.2015.01961. eCollection 2015.,Llewellyn S,Front Psychol,2016,2016/01/19,PMC4700581,,10.3389/fpsyg.2015.01961
1240,26527118,Musical Sequence Learning and EEG Correlates of Audiomotor Processing,"Schalles MD, Pineda JA.",Behav Neurol. 2015;2015:638202. doi: 10.1155/2015/638202. Epub 2015 Oct 7.,Schalles MD,Behav Neurol,2015,2015/11/04,PMC4617417,,10.1155/2015/638202
1241,25426036,"The medial temporal lobe-conduit of parallel connectivity: a model for attention, memory, and perception",Mozaffari B.,Front Integr Neurosci. 2014 Nov 11;8:86. doi: 10.3389/fnint.2014.00086. eCollection 2014.,Mozaffari B,Front Integr Neurosci,2014,2014/11/27,PMC4227493,,10.3389/fnint.2014.00086
1242,25079216,"No, there is no 150 ms lead of visual speech on auditory speech, but a range of audiovisual asynchronies varying from small audio lead to large audio lag","Schwartz JL, Savariaux C.",PLoS Comput Biol. 2014 Jul 31;10(7):e1003743. doi: 10.1371/journal.pcbi.1003743. eCollection 2014 Jul.,Schwartz JL,PLoS Comput Biol,2014,2014/08/01,PMC4117430,,10.1371/journal.pcbi.1003743
1243,32081413,Cortical responses to auditory novelty across task conditions: An intracranial electrophysiology study,"Nourski KV, Steinschneider M, Rhone AE, Krause BM, Kawasaki H, Banks MI.",Hear Res. 2021 Jan;399:107911. doi: 10.1016/j.heares.2020.107911. Epub 2020 Feb 11.,Nourski KV,Hear Res,2021,2020/02/22,PMC7417283,NIHMS1562967,10.1016/j.heares.2020.107911
1244,37349366,The effect of familiarity on behavioral oscillations in face perception,"Liu X, Melcher D.",Sci Rep. 2023 Jun 22;13(1):10145. doi: 10.1038/s41598-023-34812-6.,Liu X,Sci Rep,2023,2023/06/22,PMC10287701,,10.1038/s41598-023-34812-6
1245,36968509,Loss of action-related function and connectivity in the blind extrastriate body area,"Yizhar O, Tal Z, Amedi A.",Front Neurosci. 2023 Mar 9;17:973525. doi: 10.3389/fnins.2023.973525. eCollection 2023.,Yizhar O,Front Neurosci,2023,2023/03/27,PMC10035577,,10.3389/fnins.2023.973525
1246,35273206,Motion illusion-like patterns extracted from photo and art images using predictive deep neural networks,"Kobayashi T, Kitaoka A, Kosaka M, Tanaka K, Watanabe E.",Sci Rep. 2022 Mar 10;12(1):3893. doi: 10.1038/s41598-022-07438-3.,Kobayashi T,Sci Rep,2022,2022/03/11,PMC8913633,,10.1038/s41598-022-07438-3
1247,33891957,Does agency matter? Neural processing of robotic movements in 4- and 8-year olds,"Nijssen SRR, Pletti C, Paulus M, Müller BCN.",Neuropsychologia. 2021 Jul 16;157:107853. doi: 10.1016/j.neuropsychologia.2021.107853. Epub 2021 Apr 21.,Nijssen SRR,Neuropsychologia,2021,2021/04/23,,,10.1016/j.neuropsychologia.2021.107853
1248,33785155,Secondary motor cortex: Broadcasting and biasing animal's decisions through long-range circuits,"Yang JH, Kwan AC.",Int Rev Neurobiol. 2021;158:443-470. doi: 10.1016/bs.irn.2020.11.008. Epub 2020 Dec 25.,Yang JH,Int Rev Neurobiol,2021,2021/03/31,PMC8190828,NIHMS1709455,10.1016/bs.irn.2020.11.008
1250,31798969,Information generation as a functional basis of consciousness,"Kanai R, Chang A, Yu Y, Magrans de Abril I, Biehl M, Guttenberg N.",Neurosci Conscious. 2019 Nov 29;2019(1):niz016. doi: 10.1093/nc/niz016. eCollection 2019.,Kanai R,Neurosci Conscious,2019,2019/12/05,PMC6884095,,10.1093/nc/niz016
1251,29993526,"Using Machine Learning and a Combination of Respiratory Flow, Laryngeal Motion, and Swallowing Sounds to Classify Safe and Unsafe Swallowing","Inoue K, Yoshioka M, Yagi N, Nagami S, Oku Y.",IEEE Trans Biomed Eng. 2018 Nov;65(11):2529-2541. doi: 10.1109/TBME.2018.2807487. Epub 2018 Feb 19.,Inoue K,IEEE Trans Biomed Eng,2018,2018/07/12,,,10.1109/TBME.2018.2807487
1252,29718764,"The brain, self and society: a social-neuroscience model of predictive processing","Kelly MP, Kriznik NM, Kinmonth AL, Fletcher PC.",Soc Neurosci. 2019 Jun;14(3):266-276. doi: 10.1080/17470919.2018.1471003. Epub 2018 May 10.,Kelly MP,Soc Neurosci,2019,2018/05/03,PMC6467179,,10.1080/17470919.2018.1471003
1253,28059031,Temporal Prediction Errors Affect Short-Term Memory Scanning Response Time,"Limongi R, Silva AM.",Exp Psychol. 2016 Nov;63(6):333-342. doi: 10.1027/1618-3169/a000339.,Limongi R,Exp Psychol,2016,2017/01/07,,,10.1027/1618-3169/a000339
1254,26878311,The doxastic shear pin: delusions as errors of learning and memory,"Fineberg SK, Corlett PR.",Cogn Neuropsychiatry. 2016;21(1):73-89. doi: 10.1080/13546805.2015.1136206. Epub 2016 Feb 15.,Fineberg SK,Cogn Neuropsychiatry,2016,2016/02/16,PMC5790119,NIHMS798695,10.1080/13546805.2015.1136206
1255,21666844,A standard set of American-English voiced stop-consonant stimuli from morphed natural speech,"Stephens JD, Holt LL.",Speech Commun. 2011 Jul;53(6):877-888. doi: 10.1016/j.specom.2011.02.007.,Stephens JD,Speech Commun,2011,2011/06/14,PMC3110698,NIHMS281762,10.1016/j.specom.2011.02.007
1256,17926927,PRISM: A video coding paradigm with motion estimation at the decoder,"Puri R, Majumdar A, Ramchandran K.",IEEE Trans Image Process. 2007 Oct;16(10):2436-48. doi: 10.1109/tip.2007.904949.,Puri R,IEEE Trans Image Process,2007,2007/10/12,,,10.1109/tip.2007.904949
1258,12461634,Spike-timing-dependent plasticity: common themes and divergent vistas,"Kepecs A, van Rossum MC, Song S, Tegner J.",Biol Cybern. 2002 Dec;87(5-6):446-58. doi: 10.1007/s00422-002-0358-6.,Kepecs A,Biol Cybern,2002,2002/12/04,,,10.1007/s00422-002-0358-6
1259,2420574,Methods for the identification of evoked response components in the frequency and combined time/frequency domains,"Norcia AM, Sato T, Shinn P, Mertus J.",Electroencephalogr Clin Neurophysiol. 1986 May;65(3):212-26. doi: 10.1016/0168-5597(86)90056-0.,Norcia AM,Electroencephalogr Clin Neurophysiol,1986,1986/05/01,,,10.1016/0168-5597(86)90056-0
1260,32312577,"Glutamate and Dysconnection in the Salience Network: Neurochemical, Effective Connectivity, and Computational Evidence in Schizophrenia","Limongi R, Jeon P, Mackinley M, Das T, Dempster K, Théberge J, Bartha R, Wong D, Palaniyappan L.",Biol Psychiatry. 2020 Aug 1;88(3):273-281. doi: 10.1016/j.biopsych.2020.01.021. Epub 2020 Feb 6.,Limongi R,Biol Psychiatry,2020,2020/04/22,,,10.1016/j.biopsych.2020.01.021
1261,36605556,Hemispheric asymmetries for music and speech: Spectrotemporal modulations and top-down influences,Zatorre RJ.,Front Neurosci. 2022 Dec 20;16:1075511. doi: 10.3389/fnins.2022.1075511. eCollection 2022.,Zatorre RJ,Front Neurosci,2022,2023/01/06,PMC9809288,,10.3389/fnins.2022.1075511
1262,36097186,Brain-correlates of processing local dependencies within a statistical learning paradigm,"Tsogli V, Skouras S, Koelsch S.",Sci Rep. 2022 Sep 12;12(1):15296. doi: 10.1038/s41598-022-19203-7.,Tsogli V,Sci Rep,2022,2022/09/13,PMC9468168,,10.1038/s41598-022-19203-7
1263,35768657,Explicitly predicting outcomes enhances learning of expectancy-violating information,"Brod G, Greve A, Jolles D, Theobald M, Galeano-Keiner EM.",Psychon Bull Rev. 2022 Dec;29(6):2192-2201. doi: 10.3758/s13423-022-02124-x. Epub 2022 Jun 29.,Brod G,Psychon Bull Rev,2022,2022/06/29,PMC9722848,,10.3758/s13423-022-02124-x
1264,31955650,Anomalous experiences are more prevalent among highly suggestible individuals who are also highly dissociative,"Acunzo D, Cardeña E, Terhune DB.",Cogn Neuropsychiatry. 2020 May;25(3):179-189. doi: 10.1080/13546805.2020.1715932. Epub 2020 Jan 20.,Acunzo D,Cogn Neuropsychiatry,2020,2020/01/21,,,10.1080/13546805.2020.1715932
1265,29953386,Review: Most Recent Advancements in Digital Signal Processing of the Phonocardiogram,"Durand LG, Pibarot P.",Crit Rev Biomed Eng. 2017;45(1-6):453-509. doi: 10.1615/CritRevBiomedEng.v45.i1-6.170.,Durand LG,Crit Rev Biomed Eng,2017,2018/06/29,,,10.1615/CritRevBiomedEng.v45.i1-6.170
1266,27434265,The Things You Do: Internal Models of Others' Expected Behaviour Guide Action Observation,"Schenke KC, Wyer NA, Bach P.",PLoS One. 2016 Jul 19;11(7):e0158910. doi: 10.1371/journal.pone.0158910. eCollection 2016.,Schenke KC,PLoS One,2016,2016/07/20,PMC4951130,,10.1371/journal.pone.0158910
1267,25929239,From synaptic plasticity to spatial maps and sequence learning,Mehta MR.,Hippocampus. 2015 Jun;25(6):756-62. doi: 10.1002/hipo.22472.,Mehta MR,Hippocampus,2015,2015/05/02,,,10.1002/hipo.22472
1269,23349992,Time will show: real time predictions during interpersonal action perception,"Manera V, Schouten B, Verfaillie K, Becchio C.",PLoS One. 2013;8(1):e54949. doi: 10.1371/journal.pone.0054949. Epub 2013 Jan 22.,Manera V,PLoS One,2013,2013/01/26,PMC3551817,,10.1371/journal.pone.0054949
1270,23161159,"Role of pattern, regularity, and silent intervals in auditory stream segregation based on inter-aural time differences","Carl D, Gutschalk A.",Exp Brain Res. 2013 Feb;224(4):557-70. doi: 10.1007/s00221-012-3333-z. Epub 2012 Nov 18.,Carl D,Exp Brain Res,2013,2012/11/20,,,10.1007/s00221-012-3333-z
1271,17615246,"Natural vision reveals regional specialization to local motion and to contrast-invariant, global flow in the human brain","Bartels A, Zeki S, Logothetis NK.",Cereb Cortex. 2008 Mar;18(3):705-17. doi: 10.1093/cercor/bhm107. Epub 2007 Jul 5.,Bartels A,Cereb Cortex,2008,2007/07/07,,,10.1093/cercor/bhm107
1272,12153454,Digital acoustic analysis of five vowels in maxillectomy patients,"Sumita YI, Ozawa S, Mukohyama H, Ueno T, Ohyama T, Taniguchi H.",J Oral Rehabil. 2002 Jul;29(7):649-56. doi: 10.1046/j.1365-2842.2002.00911.x.,Sumita YI,J Oral Rehabil,2002,2002/08/03,,,10.1046/j.1365-2842.2002.00911.x
1274,34506724,Orientation selectivity enhances context generalization and generative predictive coding in the hippocampus,"Liu K, Sibille J, Dragoi G.",Neuron. 2021 Nov 17;109(22):3688-3698.e6. doi: 10.1016/j.neuron.2021.08.013. Epub 2021 Sep 9.,Liu K,Neuron,2021,2021/09/10,PMC8602755,NIHMS1735027,10.1016/j.neuron.2021.08.013
1275,33540916,A Psychophysical Window onto the Subjective Experience of Compulsion,"Schmidt S, Wagner G, Walter M, Stenner MP.",Brain Sci. 2021 Feb 2;11(2):182. doi: 10.3390/brainsci11020182.,Schmidt S,Brain Sci,2021,2021/02/05,PMC7913241,,10.3390/brainsci11020182
1277,31464510,Adaptation to variance generalizes across visual domains,"Maule J, Franklin A.",J Exp Psychol Gen. 2020 Apr;149(4):662-675. doi: 10.1037/xge0000678. Epub 2019 Aug 29.,Maule J,J Exp Psychol Gen,2020,2019/08/30,,,10.1037/xge0000678
1278,27880850,Visual Enhancement of Illusory Phenomenal Accents in Non-Isochronous Auditory Rhythms,Su YH.,PLoS One. 2016 Nov 23;11(11):e0166880. doi: 10.1371/journal.pone.0166880. eCollection 2016.,Su YH,PLoS One,2016,2016/11/24,PMC5120798,,10.1371/journal.pone.0166880
1279,26200888,Beyond the classical receptive field: The effect of contextual stimuli,"Spillmann L, Dresp-Langley B, Tseng CH.",J Vis. 2015;15(9):7. doi: 10.1167/15.9.7.,Spillmann L,J Vis,2015,2015/07/23,,,10.1167/15.9.7
1280,25749240,Audio-vocal responses of vocal fundamental frequency and formant during sustained vowel vocalizations in different noises,"Lee SH, Hsiao TY, Lee GS.",Hear Res. 2015 Jun;324:1-6. doi: 10.1016/j.heares.2015.02.005. Epub 2015 Mar 5.,Lee SH,Hear Res,2015,2015/03/10,,,10.1016/j.heares.2015.02.005
1281,37635966,The role of GABA(B) receptors in the subcortical pathways of the mammalian auditory system,"Tureček R, Melichar A, Králíková M, Hrušková B.",Front Endocrinol (Lausanne). 2023 Aug 11;14:1195038. doi: 10.3389/fendo.2023.1195038. eCollection 2023.,Tureček R,Front Endocrinol (Lausanne),2023,2023/08/28,PMC10456889,,10.3389/fendo.2023.1195038
1282,36086087,Self-Organizing Maps for Contrastive Embeddings of Sleep Recordings,"Huijben IAM, Nijdam AA, Hermans LWA, Overeem S, Van Gilst MM, Van Sloun RJG.",Annu Int Conf IEEE Eng Med Biol Soc. 2022 Jul;2022:2945-2948. doi: 10.1109/EMBC48229.2022.9871236.,Huijben IAM,Annu Int Conf IEEE Eng Med Biol Soc,2022,2022/09/10,,,10.1109/EMBC48229.2022.9871236
1283,35694611,Spatio-Temporally Efficient Coding Assigns Functions to Hierarchical Structures of the Visual System,"Sihn D, Kim SP.",Front Comput Neurosci. 2022 May 27;16:890447. doi: 10.3389/fncom.2022.890447. eCollection 2022.,Sihn D,Front Comput Neurosci,2022,2022/06/13,PMC9184804,,10.3389/fncom.2022.890447
1285,29342806,Negative emotions in art reception: Refining theoretical assumptions and adding variables to the Distancing-Embracing model,"Menninghaus W, Wagner V, Hanich J, Wassiliwizky E, Jacobsen T, Koelsch S.",Behav Brain Sci. 2017 Jan;40:e380. doi: 10.1017/S0140525X17001947.,Menninghaus W,Behav Brain Sci,2017,2018/01/19,,,10.1017/S0140525X17001947
1286,29275186,Neuroimaging of person perception: A social-visual interface,"Brooks JA, Freeman JB.",Neurosci Lett. 2019 Feb 6;693:40-43. doi: 10.1016/j.neulet.2017.12.046. Epub 2017 Dec 21.,Brooks JA,Neurosci Lett,2019,2017/12/25,,,10.1016/j.neulet.2017.12.046
1287,28402428,Bayesian Mapping Reveals That Attention Boosts Neural Responses to Predicted and Unpredicted Stimuli,"Garrido MI, Rowe EG, Halász V, Mattingley JB.",Cereb Cortex. 2018 May 1;28(5):1771-1782. doi: 10.1093/cercor/bhx087.,Garrido MI,Cereb Cortex,2018,2017/04/13,,,10.1093/cercor/bhx087
1288,26501214,Optimizing Vowel Formant Measurements in Four Acoustic Analysis Systems for Diverse Speaker Groups,"Derdemezis E, Vorperian HK, Kent RD, Fourakis M, Reinicke EL, Bolt DM.",Am J Speech Lang Pathol. 2016 Aug 1;25(3):335-54. doi: 10.1044/2015_AJSLP-15-0020.,Derdemezis E,Am J Speech Lang Pathol,2016,2015/10/27,PMC5270637,,10.1044/2015_AJSLP-15-0020
1289,25347312,Precise minds in uncertain worlds: predictive coding in autism,"Van de Cruys S, Evers K, Van der Hallen R, Van Eylen L, Boets B, de-Wit L, Wagemans J.",Psychol Rev. 2014 Oct;121(4):649-75. doi: 10.1037/a0037665.,Van de Cruys S,Psychol Rev,2014,2014/10/28,,,10.1037/a0037665
1290,24874609,Heartfelt imitation: high interoceptive awareness is linked to greater automatic imitation,"Ainley V, Brass M, Tsakiris M.",Neuropsychologia. 2014 Jul;60:21-8. doi: 10.1016/j.neuropsychologia.2014.05.010. Epub 2014 May 27.,Ainley V,Neuropsychologia,2014,2014/05/31,,,10.1016/j.neuropsychologia.2014.05.010
1291,24603717,Quantifying vocal mimicry in the greater racket-tailed drongo: a comparison of automated methods and human assessment,"Agnihotri S, Sundeep PV, Seelamantula CS, Balakrishnan R.",PLoS One. 2014 Mar 6;9(3):e89540. doi: 10.1371/journal.pone.0089540. eCollection 2014.,Agnihotri S,PLoS One,2014,2014/03/08,PMC3945749,,10.1371/journal.pone.0089540
1292,23193453,Estimation-theoretic approach to delayed decoding of predictively encoded video sequences,"Han J, Melkote V, Rose K.",IEEE Trans Image Process. 2013 Mar;22(3):1175-85. doi: 10.1109/TIP.2012.2227773. Epub 2012 Nov 16.,Han J,IEEE Trans Image Process,2013,2012/11/30,,,10.1109/TIP.2012.2227773
1293,22870670,[Application of ADV212 to the large field of view multi-spectral TDICCD space camera],"Li J, Jin LX, Li GN, Zhang K, Wang WH.",Guang Pu Xue Yu Guang Pu Fen Xi. 2012 Jun;32(6):1700-7.,Li J,Guang Pu Xue Yu Guang Pu Fen Xi,2012,2012/08/09,,,
1294,12150369,A comparison of two methods of formant frequency estimation for high-pitched voices,"Erickson ML, D'Alfonso AE.",J Voice. 2002 Jun;16(2):147-71. doi: 10.1016/s0892-1997(02)00086-3.,Erickson ML,J Voice,2002,2002/08/02,,,10.1016/s0892-1997(02)00086-3
1295,8853950,Digital signal processing of the phonocardiogram: review of the most recent advancements,"Durand LG, Pibarot P.",Crit Rev Biomed Eng. 1995;23(3-4):163-219. doi: 10.1615/critrevbiomedeng.v23.i3-4.10.,Durand LG,Crit Rev Biomed Eng,1995,1995/01/01,,,10.1615/critrevbiomedeng.v23.i3-4.10
1296,3756461,An acoustic study of vowel production in aphasia,Ryalls JH.,Brain Lang. 1986 Sep;29(1):48-67. doi: 10.1016/0093-934x(86)90033-7.,Ryalls JH,Brain Lang,1986,1986/09/01,,,10.1016/0093-934x(86)90033-7
