PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33266972","PID Control as a Process of Active Inference with Linear Generative Models","Baltieri M, Buckley CL.","Entropy (Basel). 2019 Mar 7;21(3):257. doi: 10.3390/e21030257.","Baltieri M","Entropy (Basel)","2019","2020/12/03","PMC7514737","","10.3390/e21030257"
"37420518","How the Brain Becomes the Mind: Can Thermodynamics Explain the Emergence and Nature of Emotions?","Déli É, Peters JF, Kisvárday Z.","Entropy (Basel). 2022 Oct 20;24(10):1498. doi: 10.3390/e24101498.","Déli É","Entropy (Basel)","2022","2023/07/08","PMC9601684","","10.3390/e24101498"
"20631840","The relation of ongoing brain activity, evoked neural responses, and cognition","Sadaghiani S, Hesselmann G, Friston KJ, Kleinschmidt A.","Front Syst Neurosci. 2010 Jun 23;4:20. doi: 10.3389/fnsys.2010.00020. eCollection 2010.","Sadaghiani S","Front Syst Neurosci","2010","2010/07/16","PMC2903187","","10.3389/fnsys.2010.00020"
"21230442","Inference with minimal Gibbs free energy in information field theory","Ensslin TA, Weig C.","Phys Rev E Stat Nonlin Soft Matter Phys. 2010 Nov;82(5 Pt 1):051112. doi: 10.1103/PhysRevE.82.051112. Epub 2010 Nov 9.","Ensslin TA","Phys Rev E Stat Nonlin Soft Matter Phys","2010","2011/01/15","","","10.1103/PhysRevE.82.051112"
"34828219","Accessing Active Inference Theory through Its Implicit and Deliberative Practice in Human Organizations","Fox S.","Entropy (Basel). 2021 Nov 15;23(11):1521. doi: 10.3390/e23111521.","Fox S","Entropy (Basel)","2021","2021/11/27","PMC8619364","","10.3390/e23111521"
"33266666","Morphological Computation: Nothing but Physical Computation","Miłkowski M.","Entropy (Basel). 2018 Dec 7;20(12):942. doi: 10.3390/e20120942.","Miłkowski M","Entropy (Basel)","2018","2020/12/03","PMC7512529","","10.3390/e20120942"
"27507953","Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention","Ramstead MJ, Veissière SP, Kirmayer LJ.","Front Psychol. 2016 Jul 26;7:1090. doi: 10.3389/fpsyg.2016.01090. eCollection 2016.","Ramstead MJ","Front Psychol","2016","2016/08/11","PMC4960915","","10.3389/fpsyg.2016.01090"
"32676200","The science of consciousness does not need another theory, it needs a minimal unifying model","Wiese W.","Neurosci Conscious. 2020 Jul 11;2020(1):niaa013. doi: 10.1093/nc/niaa013. eCollection 2020.","Wiese W","Neurosci Conscious","2020","2020/07/18","PMC7352491","","10.1093/nc/niaa013"
"37327668","Cultural mechanics: Comment on: ""To copy or not to copy? That is the question! From chimpanzees to the foundation of human technological culture"" by Héctor M. Manrique, and Michael J. Walker","Friston K.","Phys Life Rev. 2023 Sep;46:76-79. doi: 10.1016/j.plrev.2023.06.001. Epub 2023 Jun 5.","Friston K","Phys Life Rev","2023","2023/06/16","","","10.1016/j.plrev.2023.06.001"
"29185989","Blind Stereoscopic Video Quality Assessment: From Depth Perception to Overall Experience","Zhibo Chen, Wei Zhou, Weiping Li.","IEEE Trans Image Process. 2018 Feb;27(2):721-734. doi: 10.1109/TIP.2017.2766780.","Zhibo Chen","IEEE Trans Image Process","2018","2017/11/30","","","10.1109/TIP.2017.2766780"
"29670560","Commentary: First-Order Embodiment, Second-Order Embodiment, Third-Order Embodiment","Quadt L.","Front Psychol. 2018 Apr 4;9:445. doi: 10.3389/fpsyg.2018.00445. eCollection 2018.","Quadt L","Front Psychol","2018","2018/04/20","PMC5893834","","10.3389/fpsyg.2018.00445"
"31291722","Underliquid Superlyophobic Copper-Coated Meshes for the Separation of Immiscible Organic Liquid Mixtures","Zhao Z, Shen Y, Yang H, Li J, Guo L.","ACS Appl Mater Interfaces. 2019 Aug 7;11(31):28370-28376. doi: 10.1021/acsami.9b05812. Epub 2019 Jul 23.","Zhao Z","ACS Appl Mater Interfaces","2019","2019/07/12","","","10.1021/acsami.9b05812"
"32327368","""Constraining"" the probability toward a specified attractor: Comment on: Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems","Bizzarri M.","Phys Life Rev. 2020 Jul;33:121-124. doi: 10.1016/j.plrev.2020.04.004. Epub 2020 Apr 20.","Bizzarri M","Phys Life Rev","2020","2020/04/25","","","10.1016/j.plrev.2020.04.004"
"30576612","Systems of Bounded Rational Agents with Information-Theoretic Constraints","Gottwald S, Braun DA.","Neural Comput. 2019 Feb;31(2):440-476. doi: 10.1162/neco_a_01153. Epub 2018 Dec 21.","Gottwald S","Neural Comput","2019","2018/12/22","","","10.1162/neco_a_01153"
"32460954","Integrating models of cognition and culture will require a bit more math","Zefferman MR, Smaldino PE.","Behav Brain Sci. 2020 May 28;43:e119. doi: 10.1017/S0140525X1900267X.","Zefferman MR","Behav Brain Sci","2020","2020/05/29","","","10.1017/S0140525X1900267X"
"28511933","An initial demonstration of hierarchically porous niobium alkylphosphonates coordination polymers as potent radioanalytical separation materials","Lv K, Yang CT, Han J, Hu S, Wang XL.","J Chromatogr A. 2017 Jun 30;1504:35-45. doi: 10.1016/j.chroma.2017.05.013. Epub 2017 May 8.","Lv K","J Chromatogr A","2017","2017/05/18","","","10.1016/j.chroma.2017.05.013"
"37297090","Test and Analysis of High-Permeability Material's Microstructure in Magnetic Shielding Device","Zhou W, Sun J, Han B, Ren J, Li Y.","Materials (Basel). 2023 May 25;16(11):3956. doi: 10.3390/ma16113956.","Zhou W","Materials (Basel)","2023","2023/06/10","PMC10254207","","10.3390/ma16113956"
"26986277","Modifying self-assembly and species separation in three-dimensional systems of shape-anisotropic particles","Windows-Yule CR, Scheper BJ, den Otter WK, Parker DJ, Thornton AR.","Phys Rev E. 2016 Feb;93(2):020901. doi: 10.1103/PhysRevE.93.020901. Epub 2016 Feb 4.","Windows-Yule CR","Phys Rev E","2016","2016/03/18","","","10.1103/PhysRevE.93.020901"
