title,authors,where_published,year,doi,remove
Relationship between simultaneously recorded spiking activity and fluorescence signal in GCaMP6 transgenic mice,"Huang, Lawrence and Knoblich, Ulf and Ledochowitsch, Peter and Lecoq, J{\'e}r{\^o}me and Reid, R. Clay and de Vries, Saskia E. J. and Buice, Michael A. and Murphy, Gabe J. and Waters, Jack and Koch, Christof and Zeng, Hongkui and Li, Lu",bioRxiv,2020,10.1101/788802,TRUE
Inferring TF activities and activity regulators from gene expression data with constraints from TF perturbation data,"Ma, Cynthia and Brent, Michael R.",bioRxiv,2020,10.1101/2020.05.25.108654,TRUE
Learning is shaped by abrupt changes in neural engagement,"Hennig, Jay A. and Oby, Emily R. and Golub, Matthew D. and Bahureksa, Lindsay A. and Sadtler, Patrick T. and Quick, Kristin M. and Ryu, Stephen I. and Tyler-Kabara, Elizabeth C. and Batista, Aaron P. and Chase, Steven M. and Yu, Byron M.",bioRxiv,2020,10.1101/2020.05.24.112714,TRUE
The role of the vestibular system in value attribution to positive and negative reinforcers,"Blini, Elvio and Tilikete, Caroline and Chelazzi, Leonardo and Farn{\`e}, Alessandro and Hadj-Bouziane, Fadila",bioRxiv,2020,10.1101/2020.05.17.100255,TRUE
Skipping a beat: heartbeat-evoked potentials reflect predictions during interoceptive-exteroceptive integration,"Banellis, Leah and Cruse, Damian",bioRxiv,2020,10.1101/2020.04.21.053173,TRUE
"The Readiness Potential reflects expectation, not uncertainty, in the timing of action","Travers, Eoin and Friedemann, Maja and Haggard, Patrick",bioRxiv,2020,10.1101/2020.04.16.045344,TRUE
"Pupil diameter encodes the idiosyncratic, cognitive complexity of belief updating","Filipowicz, Alexandre L.S. and Glaze, Christopher M. and Kable, Joseph W. and Gold, Joshua I.",bioRxiv,2020,10.1101/736140,TRUE
Decoding Predictions and Violations of Object Position and Category in Time-resolved EEG,"Whyte, Christopher J. and Robinson, Amanda K. and Grootswagers, Tijl and Hogendoorn, Hinze and Carlson, Thomas A.",bioRxiv,2020,10.1101/2020.04.08.032888,TRUE
An insula-driven network computes decision uncertainty and promotes abstinence in chronic cocaine users,"Yu, Ju-Chi and Fiore, Vincenzo G. and Briggs, Richard W. and Braud, Jacquelyn and Rubia, Katya and Adinoff, Bryon and Gu, Xiaosi",bioRxiv,2020,10.1101/2020.04.08.031757,TRUE
Dopamine modulates prediction error forwarding in the nonlemniscal inferior colliculus,"Vald{\'e}s-Baizabal, Catalina and Carbajal, Guillermo V. and P{\'e}rez-Gonz{\'a}lez, David and Malmierca, Manuel S.",bioRxiv,2020,10.1101/824656,TRUE
Microscopic and mesoscopic effects of reward uncertainty in monkey fronto-parietal areas,"Taghizadeh, Bahareh and Foley, Nicholas C. and Karimimehr, Saeed and Cohanpour, Michael and Semework, Mulugeta and Sheth, Sameer A. and Lashgari, Reza and Gottlieb, Jacqueline",bioRxiv,2020,10.1101/2019.12.17.879262,TRUE
Cortico-motor control dynamics orchestrates visual sampling,"Tomassini, Alice and Maris, Eric and Hilt, Pauline and Fadiga, Luciano and D{\textquoteright}Ausilio, Alessandro",bioRxiv,2020,10.1101/2020.03.23.003228,TRUE
Evidence for face selectivity in early vision,"Campana, Florence and Martin, Jacob G. and Bokeria, Levan and Thorpe, Simon and Jiang, Xiong and Riesenhuber, Maximilian",bioRxiv,2020,10.1101/2020.03.14.987735,TRUE
Consensus-seeking and conflict-resolving ---an fMRI study on college couples{\textquoteright} shopping interaction,"Jo, HanShin and Chen, Chiu-Yueh and Chen, Der-Yow and Weng, Ming-Hung and Kung, Chun-Chia",bioRxiv,2020,10.1101/2020.03.11.986786,TRUE
"The neural representation of visually evoked emotion is high-dimensional, categorical, and distributed across transmodal brain regions","Horikawa, Tomoyasu and Cowen, Alan S. and Keltner, Dacher and Kamitani, Yukiyasu",bioRxiv,2020,10.1101/872192,TRUE
Sedation modulates fronto-temporal predictive coding circuits and the double surprise acceleration effect,"Witon, Adrien and Shirazibehehsti, Amirali and Cooke, Jennifer and Aviles, Alberto and Adapa, Ram and Menon, David K. and Chennu, Srivas and Bekinschtein, Tristan and Lopez, Jose David and Litvak, Vladimir and Li, Ling and Friston, Karl and Bowman, Howard",bioRxiv,2020,10.1101/2020.02.21.959171,TRUE
Parallel cortical-brainstem pathways to attentional analgesia,"Oliva, Valeria and Gregory, Rob and Davies, Wendy-Elizabeth and Harrison, Lee and Moran, Rosalyn and Pickering, Anthony E. and Brooks, Jonathan C.W.",bioRxiv,2020,10.1101/2020.02.20.955161,TRUE
Decomposing neural responses to melodic surprise in musicians and non-musicians: evidence for a hierarchy of predictions in the auditory system,"Quiroga-Martinez, D.R. and Hansen, N.C. and H{\o}jlund, A. and Pearce, M. and Brattico, E. and Vuust, P.",bioRxiv,2020,10.1101/786574,TRUE
Deficits in monitoring self-produced speech in Parkinson{\textquoteright}s disease,"Railo, Henry and Nokelainen, Niklas and Savolainen, Saara and Kaasinen, Valtteri",bioRxiv,2020,10.1101/823674,TRUE
Humans adapt their anticipatory eye movements to the volatility of visual motion properties,"Pasturel, Chlo{\'e} and Montagnini, Anna and Perrinet, Laurent Udo",bioRxiv,2020,10.1101/784116,TRUE
Modelling the Replay of Dynamic Memories from Cortical Alpha Oscillations with the Sync-Fire / deSync Model,"Parish, George and Michelmann, Sebastian and Hanslmayr, Simon and Bowman, Howard",bioRxiv,2020,10.1101/2020.01.28.921205,TRUE
A dual foveal-peripheral visual processing model implements efficient saccade selection,"Dauc{\'e}, Emmanuel and Albiges, Pierre and Perrinet, Laurent U",bioRxiv,2020,10.1101/725879,TRUE
Intersubject consistent dynamic connectivity during natural vision revealed by functional MRI,"Di, Xin and Biswal, Bharat B",bioRxiv,2020,10.1101/796433,TRUE
Large prospective losses lead to sub-optimal sensorimotor decisions in humans,"Adkins, Tyler J. and Lewis, Richard L. and Lee, Taraz G.",bioRxiv,2020,10.1101/406439,TRUE
The influence of relationship closeness on default-mode network connectivity during social interactions,"Fareri, Dominic S. and Smith, David V. and Delgado, Mauricio R.",bioRxiv,2020,10.1101/815274,TRUE
Brain signatures of surprise in EEG and MEG data,"Mousavi, Zahra and Kiani, Mohammad Mahdi and Aghajan, Hamid",bioRxiv,2020,10.1101/2020.01.06.895664,TRUE
Tracking the mind{\textquoteright}s eye: Primate gaze behavior during virtual visuomotor navigation reflects belief dynamics,"Lakshminarasimhan, Kaushik J and Avila, Eric and Neyhart, Erin and DeAngelis, Gregory C and Pitkow, Xaq and Angelaki, Dora E",bioRxiv,2020,10.1101/689786,TRUE
"Tools and Resources: Remote, automated and MRI-compatible administration of interoceptive inspiratory resistive loading","Rieger, Sebastian W and Stephan, Klaas Enno and Faull, Olivia K.",bioRxiv,2019,10.1101/2019.12.09.869511,TRUE
Uncharacteristic task-evoked pupillary responses implicate atypical locus coeruleus activity in autism,"Granovetter, Michael C. and Burlingham, Charlie S. and Blauch, Nicholas M. and Minshew, Nancy J. and Heeger, David J. and Behrmann, Marlene",bioRxiv,2019,10.1101/863928,TRUE
Mechanistic models of signaling pathways deconvolute the functional landscape of glioblastoma at single cell resolution,"Falco, Mat{\'\i}as M. and Pe{\~n}a-Chilet, Mar{\'\i}a and Loucera, Carlos and Hidalgo, Marta R. and Dopazo, Joaqu{\'\i}n",bioRxiv,2019,10.1101/858811,TRUE
Distinct neural contributions to metacognition for detecting (but not discriminating) visual stimuli,"Mazor, Matan and Friston, Karl J. and Fleming, Stephen M.",bioRxiv,2019,10.1101/853366,TRUE
Learning of complex auditory patterns changes intrinsic and feedforward effective connectivity between Heschl{\textquoteright}s gyrus and planum temporale,"Lumaca, Massimo and Dietz, Martin J. and Hansen, Niels Chr. and Quiroga-Martinez, David R. and Vuust, Peter",bioRxiv,2019,10.1101/848416,TRUE
Foraging fruit flies mix navigational and learning-based decision-making strategies,"Seidenbecher, Sophie E. and Sanders, Joshua I. and von Philipsborn, Anne C. and Kvitsiani, Duda",bioRxiv,2019,10.1101/842096,TRUE
Modeling dynamic allocation of effort in a sequential task using discounting models,"Dar{\'\i}o, Cuevas Rivera and Alexander, Strobel and Thomas, Goschke and Kiebel, Stefan J.",bioRxiv,2019,10.1101/839456,TRUE
"Glutamate and Dysconnection in the Salience Network: Neurochemical, Effective-connectivity, and Computational Evidence in Schizophrenia","Limongi, Roberto and Jeon, Peter and Mackinley, Michael and Das, Tushar and Dempster, Kara and Th{\'e}berge, Jean and Bartha, Robert and Wong, Dickson and Palaniyappan, Lena",bioRxiv,2019,10.1101/828558,TRUE
Modulation of the primary auditory thalamus when recognising speech in noise,"Mihai, Paul Glad and Tschentscher, Nadja and von Kriegstein, Katharina",bioRxiv,2019,10.1101/646570,TRUE
A Compendium of Kinetic Cell Death Modulatory Profiles Identifies Ferroptosis Regulators,"Conlon, Megan and Poltorack, Carson and Forcina, Giovanni C. and Wells, Alex and Mallais, Melodie and Kahanu, Alexis and Magtanong, Leslie and Pratt, Derek A. and Dixon, Scott J.",bioRxiv,2019,10.1101/826925,TRUE
Difficulties with speech-in-noise perception related to fundamental grouping processes in auditory cortex,"Holmes, Emma and Zeidman, Peter and Friston, Karl J. and Griffiths, Timothy D.",bioRxiv,2019,10.1101/814913,TRUE
Music predictability and liking enhance pupil dilation and promote motor learning in non-musicians,"Bianco, R. and Gold, B.P. and Johnson, A.P. and Penhune, V.B.",bioRxiv,2019,10.1101/812834,TRUE
State anxiety biases estimates of uncertainty during reward learning in volatile environments,"Hein, Thomas P and Weber, Lilian A and de Fockert, Jan and Ruiz, Maria Herrojo",bioRxiv,2019,10.1101/809749,TRUE
On the evolution of neural decisions from uncertain visual input to uncertain actions,"Tomassini, Alessandro and Price, Darren and Zhang, Jiaxiang and Rowe, James B",bioRxiv,2020,10.1101/803049,TRUE
Parietal{\textendash}prefrontal feedforward connectivity in association with schizophrenia genetic risk and delusions,"Borrajo, Danielle and La, Michelle and Shah, Shefali and Chen, Qiang and Berman, Karen F and Weinberger, Daniel R and Tan, Hao Yang",bioRxiv,2019,10.1101/801506,TRUE
Listener{\textquoteright}s vmPFC simulates speaker choices when reading between the lines,"Mi, Qingtian and Wang, Cong and Camerer, Colin F. and Zhu, Lusha",bioRxiv,2019,10.1101/800359,TRUE
Exploring Disturbance as a Force for Good in Motor Learning,"Brookes, Jack and Mushtaq, Faisal and Jamieson, Earle and Fath, Aaron J. and Bingham, Geoffrey P. and Culmer, Peter and Wilkie, Richard M. and Mon-Williams, Mark A.",bioRxiv,2019,10.1101/796136,TRUE
Spatially and temporally distinct encoding of muscle and kinematic information in rostral and caudal primary motor cortex,"Kolasinski, James and Dima, Diana C. and Mehler, David M. A. and Stephenson, Alice and Valadan, Sara and Kusmia, Slawomir and Rossiter, Holly E.",bioRxiv,2019,10.1101/613323,TRUE
An Inter-Species Translation Model Implicates Integrin Signaling in Infliximab-Resistant Colonic Crohn{\textquoteright}s Disease,"Brubaker, Douglas. K. and Kumar, Manu. P. and Vega, Paige. N. and Southard-Smith, Austin. N. and Simmons, Alan. J. and Scoville, Elizabeth. A. and Coburn, Lori. A. and Wilson, Keith. T. and Lau, Ken. S. and Lauffenburger, Douglas. A.",bioRxiv,2019,10.1101/776666,TRUE
Traces of Meaning Itself: Encoding distributional word vectors in brain activity,"Sassenhagen, Jona and Fiebach, Christian J.",bioRxiv,2019,10.1101/603837,TRUE
Subjective estimates of uncertainty during gambling and impulsivity after subthalamic deep brain stimulation for Parkinson{\textquoteright}s disease,"Paliwal, Saee and Mosley, Philip E. and Breakspear, Michael and Coyne, Terry and Silburn, Peter and Aponte, Eduardo and Mathys, Christoph and Stephan, Klaas E.",bioRxiv,2019,10.1101/477364,TRUE
Volatility estimates increase choice switching and relate to prefrontal activity in schizophrenia,"Deserno, L. and Boehme, R. and Mathys, C. and Katthagen, T. and Kaminski, J. and Stephan, K. E. and Heinz, A. and Schlagenhauf, F.",bioRxiv,2019,10.1101/227967,TRUE
Autistic traits influence the strategic diversity of information sampling: insights from two-stage decision models,"Lu, Haoyang and Yi, Li and Zhang, Hang",bioRxiv,2019,10.1101/582783,TRUE
Auditory predictions and prediction errors in response to self-initiated vowels,"Knolle, Franziska and Schwartze, Michael and Schr{\""o}ger, Erich and Kotz, Sonja A.",bioRxiv,2019,10.1101/671990,TRUE
Biological Process Activity Transformation of Single Cell Gene Expression for Cross-Species Alignment,"Ding, Hongxu and Blair, Andrew and Yang, Ying and Stuart, Joshua M.",bioRxiv,2019,10.1101/555268,TRUE
Neocortical activity tracks syllable and phrasal structure of self-produced speech during reading aloud,"Bourguignon, Mathieu and Molinaro, Nicola and Lizarazu, Mikel and Taulu, Samu and Jousm{\""a}ki, Veikko and Lallier, Marie and Carreiras, Manuel and Ti{\`e}ge, Xavier De",bioRxiv,2019,10.1101/744151,TRUE
Earth-Gravity Congruent Motion Facilitates Ocular Control for Pursuit of Parabolic Trajectories,"J{\""o}rges, Bj{\""o}rn and L{\'o}pez-Moliner, Joan",bioRxiv,2019,10.1101/547497,TRUE
Eye pupil signals information gain,"Z{\'e}non, Alexandre",bioRxiv,2019,10.1101/693838,TRUE
The value of what{\textquoteright}s to come: neural mechanisms coupling prediction error and reward anticipation,"Iigaya, Kiyohito and Hauser, Tobias U. and Kurth-Nelson, Zeb and O{\textquoteright}Doherty, John P. and Dayan, Peter and Dolan, Raymond J.",bioRxiv,2019,10.1101/588699,TRUE
Locus-coeruleus norepinephrine activity gates sensory-evoked awakenings from sleep,"Hayat, Hanna and Regev, Noa and Matosevich, Noa and Sales, Anna and Paredes-Rodriguez, Elena and Krom, Aaron J and Bergman, Lottem and Li, Yong and Lavigne, Marina and Kremer, Eric J. and Yizhar, Ofer and Pickering, Anthony E and Nir, Yuval",bioRxiv,2019,10.1101/539502,TRUE
Apathy is Associated with Reduced Precision of Prior Beliefs about Action Outcomes,"Hezemans, Frank H. and Wolpe, Noham and Rowe, James B.",bioRxiv,2019,10.1101/672113,TRUE
Challenging the boundaries of the physical self: purely distal cues in the environment impact body ownership,"Grechuta, Klaudia and De La Torre, Javier and Ballester, Bel{\'e}n Rubio and Verschure, Paul F.M.J.",bioRxiv,2019,10.1101/672139,TRUE
A global screen for assembly state changes of the mitotic proteome by SEC-SWATH-MS,"Heusel, Moritz and Frank, Max and K{\""o}hler, Mario and Amon, Sabine and Frommelt, Fabian and Rosenberger, George and Bludau, Isabell and Aulakh, Simran and Linder, Monika I. and Liu, Yansheng and Collins, Ben C. and Gstaiger, Matthias and Kutay, Ulrike and Aebersold, Ruedi",bioRxiv,2019,10.1101/633479,TRUE
Monetary feedback modulates performance and electrophysiological indices of belief updating in reward learning,"Bennett, Daniel and Sasmita, Karen and Maloney, Ryan T. and Murawski, Carsten and Bode, Stefan",bioRxiv,2019,10.1101/183665,TRUE
Learning of distant state predictions by the orbitofrontal cortex in humans,"Wimmer, G. Elliott and B{\""u}chel, Christian",bioRxiv,2019,10.1101/450999,TRUE
Anterior Insula Reflects Inferential Errors in Value-Based Decision-making and Perception,"Loued-Khenissi, Leyla and Pfeuffer, Adrien and Einh{\""a}user, Wolfgang and Preuschoff, Kerstin",bioRxiv,2019,10.1101/644427,TRUE
The human default consciousness and its disruption: insights from an EEG study of Buddhist jh{\={a}}na meditation,"Dennison, Paul",bioRxiv,2019,10.1101/407544,TRUE
Addiction beyond pharmacological effects: the role of environment complexity and bounded rationality,"Ognibene, Dimitri and Fiore, Vincenzo G. and Gu, Xiaosi",bioRxiv,2019,10.1101/179739,TRUE
Cardiac afferent activity modulates early neural signature of error detection during skilled performance,"Bury, Gabriela and Huesca, Marta Garc{\'\i}a and Bhattacharya, Joydeep and Ruiz, Mar{\'\i}a Herrojo",bioRxiv,2019,10.1101/484584,TRUE
Metacognition facilitates the exploitation of unconscious brain states,"Cortese, Aurelio and Lau, Hakwan and Kawato, Mitsuo",bioRxiv,2019,10.1101/548941,TRUE
Future state prediction errors guide active avoidance behavior by adult zebrafish,"Torigoe, Makio and Islam, Tanvir and Kakinuma, Hisaya and Fung, Chi Chung Alan and Isomura, Takuya and Shimazaki, Hideaki and Aoki, Tazu and Fukai, Tomoki and Okamoto, Hitoshi",bioRxiv,2019,10.1101/546440,TRUE
The anterior insula channels prefrontal expectancy signals during affective processing,"Teckentrup, Vanessa and Meer, Johan N. van der and Borchardt, Viola and Fan, Yan and Neuser, Monja P. and Tempelmann, Claus and Herrmann, Luisa and Walter, Martin and Kroemer, Nils B.",bioRxiv,2019,10.1101/536300,TRUE
Evaluation of self-generated behavior: untangling metacognitive read-out and error detection,"Kononowicz, Tadeusz W. and Wassenhove, Virginie van",bioRxiv,2019,10.1101/513242,TRUE
Enjoy The Violence: Is appreciation for extreme music the result of cognitive control over the threat response system?,"Ollivier, Rosalie and Goupil, Louise and Liuni, Marco and Aucouturier, Jean-Julien",bioRxiv,2019,10.1101/510008,TRUE
Influence of Vocal Feedback on Emotions Provides Causal Evidence for the Self-Perception Theory,"Goupil, Louise and Johansson, Petter and Hall, Lars and Aucouturier, Jean-Julien",bioRxiv,2019,10.1101/510867,TRUE
Neural response variability and divisive normalization,"Coen-Cagli, Ruben and Solomon, Selina S.",bioRxiv,2018,10.1101/508838,TRUE
Signatures of cell death and proliferation in perturbation transcriptomics data - from confounding factor to effective prediction,"Szalai, Bence and Subramanian, Vigneshwari and Alf{\""o}ldi, R{\'o}bert and Pusk{\'a}s, L{\'a}szl{\'o} G. and Saez-Rodriguez, Julio",bioRxiv,2018,10.1101/454348,TRUE
Computational psychiatry 2.0 and implications for stress research,"Pashkov, Anton A. and Berebin, Mikhail A.",bioRxiv,2018,10.1101/483164,TRUE
Waving goodbye to contrast: Self-generated hand movements attenuate visual sensitivity,"Vasser, Madis and Vuillaume, Laur{\`e}ne and Cleeremans, Axel and Aru, Jaan",bioRxiv,2018,10.1101/474783,TRUE
Human hippocampal theta oscillations reflect sequential dependencies during spatial planning,"Kaplan, Raphael and Campo, Adri{\`a} Tauste and Bush, Daniel and King, John and Principe, Alessandro and Koster, Raphael and Ley-Nacher, Miguel and Rocamora, Rodrigo and Friston, Karl J.",bioRxiv,2018,10.1101/372011,TRUE
Emotion Schemas are Embedded in the Human Visual System,"Kragel, Philip A. and Reddan, Marianne and LaBar, Kevin S. and Wager, Tor D.",bioRxiv,2018,10.1101/470237,TRUE
Dopaminergic genes are associated with both directed and random exploration,"Gershman, Samuel J. and Tzovaras, Bastian Greshake",bioRxiv,2018,10.1101/357251,TRUE
Task complexity interacts with state-space uncertainty in the arbitration process between model-based and model-free reinforcement-learning at both behavioral and neural levels,"Kim, Dongjae and Park, Geon Yeong and O{\textquoteright}Doherty, John P. and Lee, Sang Wan",bioRxiv,2018,10.1101/393983,TRUE
A retrieved context model of the emotional modulation of memory,"Talmi, Deborah and Lohnas, Lynn J. and Daw, Nathaniel D.",bioRxiv,2018,10.1101/175653,TRUE
Directed exploration in the Iowa Gambling Task: model-free and model-based analyses in a large dataset of young and old healthy participants,"Ligneul, Romain",bioRxiv,2018,10.1101/387019,TRUE
Testing the possibility of model-based Pavlovian control of attention to threat,"Talmi, D and Slapkova, M and Wieser, MJ",bioRxiv,2018,10.1101/288027,TRUE
Palantir characterizes cell fate continuities in human hematopoiesis,"Setty, Manu and Kiseliovas, Vaidotas and Levine, Jacob and Gayoso, Adam and Mazutis, Linas and Pe{\textquoteright}er, Dana",bioRxiv,2018,10.1101/385328,TRUE
Focus of attention modulates the heartbeat evoked potential,"Petzschner, Frederike H. and Weber, Lilian A. and Wellstein, Katharina V. and Paolini, Gina and Tri Do, Cao and Stephan, Klaas E.",bioRxiv,2018,10.1101/384305,TRUE
Fast fronto-parietal cortical dynamics of conflict detection and context updating in a flanker task,"Brydges, Christopher R. and Barcel{\'o}, Francisco and Nguyen, An T. and Fox, Allison M.",bioRxiv,2018,10.1101/336958,TRUE
Bayesian Model Selection Maps for group studies using M/EEG data,"Harris, Clare D. and Rowe, Elise G. and Randeniya, Roshini and Garrido, Marta I.",bioRxiv,2018,10.1101/365056,TRUE
Integration and multiplexing of positional and contextual information by the hippocampal network,"Posani, Lorenzo and Cocco, Simona and Monasson, R{\'e}mi",bioRxiv,2018,10.1101/269340,TRUE
Multimodal music perception engages motor prediction: a TMS study,"Gordon, Chelsea L. and Iacoboni, Marco and Balasubramaniam, Ramesh",bioRxiv,2018,10.1101/358507,TRUE
Mouse Models of GNAO1-Associated Movement Disorder: Allele- and sex-specific differences in phenotypes,"Feng, Huijie and Larrivee, Casandra L. and Demireva, Elena and Xie, Huirong and Leipprandt, Jeff and Neubig, Richard R.",bioRxiv,2018,10.1101/358614,TRUE
Serotonin and neuropeptides are both released by the HSN command neuron to initiate C. elegans egg laying,"Brewer, Jacob and Collins, Kevin M. and Koelle, Michael R.",bioRxiv,2018,10.1101/323857,TRUE
Dopamine and eye movement control in Parkinson{\textquoteright}s disease: deficits in corollary discharge signals?,"Railo, Henry and Olkoniemi, Henri and Eeronheimo, Enni and P{\""a}{\""a}kkonen, Oona and Joutsa, Juho and Kaasinen, Valtteri",bioRxiv,2018,10.1101/245381,TRUE
Recurrent Auto-Encoding Drift Diffusion Model,"Vincent, Moens and Alexandre, Zenon",bioRxiv,2018,10.1101/220517,TRUE
Quantifying differences between passive and task-evoked intrinsic functional connectivity in a large-scale brain simulation,"Ulloa, Antonio and Horwitz, Barry",bioRxiv,2018,10.1101/250894,TRUE
"Catecholamine Challenge Uncovers Distinct Mechanisms for Direct Versus Indirect, but Not Social Versus Non-Social, Learning","Cook, Jennifer L. and Swart, Jennifer C. and Frob{\""o}se, Monja I. and Diaconescu, Andreea and Geurts, Dirk E. M. and den Ouden, Hanneke E. M. and Cools, Roshan",bioRxiv,2018,10.1101/303982,TRUE
Predictive entrainment of natural speech through two fronto-motor top-down channels,"Park, Hyojin and Thut, Gregor and Gross, Joachim",bioRxiv,2018,10.1101/280032,TRUE
Preserved functional connectivity in the default mode and salience networks is associated with youthful memory in superaging,"Zhang, Jiahe and Andreano, Joseph and Dickerson, Bradford C. and Touroutoglou, Alexandra and Barrett, Lisa Feldman",bioRxiv,2018,10.1101/254193,TRUE
Dark Control: Towards a Unified Account of Default Mode Function by Markov Decision Processes,"Dohmatob, Elvis and Dumas, Guillaume and Bzdok, Danilo",bioRxiv,2018,10.1101/148890,TRUE
Quantitative Assessment of Protein Activity in Orphan Tissues and Single Cells Using the metaVIPER Algorithm,"Ding, Hongxu and Douglass, Eugene F. and Sonabend, Adam M. and Mela, Angeliki and Bose, Sayantan and Gonzalez, Christian and Canoll, Peter D. and Sims, Peter A. and Alvarez, Mariano J. and Califano, Andrea",bioRxiv,2018,10.1101/252072,TRUE
Reward signalling in brainstem nuclei under glycemic flux,"Morville, Tobias and Madsen, Kristoffer and Siebner, Hartwig R. and Hulme, Oliver J.",bioRxiv,2018,10.1101/243006,TRUE
MOLECULAR CORRELATE OF MOUSE EXECUTIVE FUNCTION. TOP-DOWN AND BOTTOM-UP COMPLEMENTATIONS BY PRESYNAPTIC VERTEBRATE BRAIN-SPECIFIC Ntng GENE PARALOGS,"Prosselkov, Pavel and Zhang, Qi and Goto, Hiromichi and Polygalov, Denis and McHugh, Thomas J. and Itohara, Shigeyoshi",bioRxiv,2017,10.1101/139444,TRUE
Suppressed sensory response to predictable object stimuli throughout the ventral visual stream,"Richter, David and Ekman, Matthias and de Lange, Floris P.",bioRxiv,2017,10.1101/228890,TRUE
Discovery of physiological and cancer-related regulators of 3{\textquoteright} UTR processing with KAPAC,"Gruber, Andreas J. and Schmidt, Ralf and Ghosh, Souvik and Martin, Georges and Gruber, Andreas R. and van Nimwegen, Erik and Zavolan, Mihaela",bioRxiv,2017,10.1101/195958,TRUE
Laminar-specific cortical dynamics in human visual and sensorimotor cortices,"Bonaiuto, James J and Meyer, Sofie S and Little, Simon and Rossiter, Holly and Callaghan, Martina F and Dick, Fred and Barnes, Gareth R and Bestmann, Sven",bioRxiv,2017,10.1101/226274,TRUE
Non-invasive laminar inference with MEG: Comparison of methods and source inversion algorithms,"Bonaiuto, James J and Rossiter, Holly E and Meyer, Sofie S and Adams, Natalie and Little, Simon and Callaghan, Martina F and Dick, Fred and Bestmann, Sven and Barnes, Gareth R",bioRxiv,2017,10.1101/147215,TRUE
Sensory attenuation is related to dopamine dose in Parkinson{\textquoteright}s disease,"Wolpe, Noham and Zhang, Jiaxiang and Nombela, Cristina and Ingram, James N and Wolpert, Daniel M and , and Rowe, James B.",bioRxiv,2017,10.1101/221317,TRUE
Causal Mapping of Emotion Networks in the Human Brain: Framework and Preliminary Findings,"Dubois, Julien and Oya, Hiroyuki and Tyszka, J. Michael and Howard, Matthew and Eberhardt, Frederick and Adolphs, Ralph",bioRxiv,2017,10.1101/214486,TRUE
Neural signatures of dynamic emotion constructs in the human brain,"Grootswagers, Tijl and Kennedy, Briana L. and Most, Steven B. and Carlson, Thomas A.",bioRxiv,2017,10.1101/200873,TRUE
The Perceptual Shaping of Anticipatory Actions,"Maffei, Giovanni and Herreros, Ivan and Sanchez-Fibla, Marti and Friston, Karl J. and Verschure, Paul F.M.J.",bioRxiv,2017,10.1101/184333,TRUE
Inter-subject phase synchronization and the dynamics of human cognition,"Bolt, Taylor and Nomi, Jason S. and Vij, Shruti G. and Chang, Catie and Uddin, Lucina Q.",bioRxiv,2017,10.1101/167072,TRUE
Subgraphs of functional brain networks identify dynamical constraints of cognitive control,"Khambhati, Ankit N. and Medaglia, John D. and Karuza, Elisabeth A. and Thompson-Schill, Sharon L. and Bassett, Danielle S.",bioRxiv,2017,10.1101/147272,TRUE
The brain as an efficient and robust adaptive learner,"Den{\`e}ve, Sophie and Alemi, Alireza and Bourdoukan, Ralph",bioRxiv,2017,10.1101/143222,TRUE
Dorsal anterior cingulate-midbrain ensemble as a reinforcement meta-learner,"Silvetti, Massimo and Vassena, Eliana and Abrahamse, Elger and Verguts, Tom",bioRxiv,2017,10.1101/130195,TRUE
Functional connectivity models for decoding of spatial representations from hippocampal CA1 recordings,"Posani, Lorenzo and Cocco, Simona and Jezek, Karel and Monasson, R{\'e}mi",bioRxiv,2017,10.1101/073759,TRUE
Cell-type specific burst firing interacts with theta and beta activity in prefrontal cortex during attention states,"Voloh, B. and Womelsdorf, T.",bioRxiv,2017,10.1101/127811,TRUE
Valence biases factual and counterfactual learning in opposite directions,"Palminteri, Stefano and Lefebvre, Germain and Kilford, Emma J. and Blakemore, Sarah-Jayne",bioRxiv,2017,10.1101/090654,TRUE
Evidence for a Large-Scale Brain System Supporting Allostasis and Interoception in Humans,"Kleckner, Ian R. and Zhang, Jiahe and Touroutoglou, Alexandra and Chanes, Lorena and Xia, Chenjie and Simmons, W. Kyle and Quigley, Karen S. and Dickerson, Bradford C. and Barrett, Lisa Feldman",bioRxiv,2017,10.1101/098970,TRUE
Bayesian non-central chi regression for neuroimaging,"Wegmann, Bertil and Eklund, Anders and Villani, Mattias",bioRxiv,2016,10.1101/095844,TRUE
Multi-scale approaches for high-speed imaging and analysis of large neural populations,"Friedrich, Johannes and Yang, Weijian and Soudry, Daniel and Mu, Yu and Ahrens, Misha B. and Yuste, Rafael and Peterka, Darcy S. and Paninski, Liam",bioRxiv,2016,10.1101/091132,TRUE
Electrical Stimulus Artifact Cancellation and Neural Spike Detection on Large Multi-Electrode Arrays,"Mena, Gonzalo E. and Grosberg, Lauren E. and Madugula, Sasidhar and Hottowy, Pawe{\l} and Litke, Alan and Cunningham, John and Chichilnisky, E.J. and Paninski, Liam",bioRxiv,2017,10.1101/089912,TRUE
Human inferences about sequences: A minimal transition probability model,"Meyniel, Florent and Maheu, Maxime and Dehaene, Stanislas",bioRxiv,2016,10.1101/068346,TRUE
